id,name,lat,lon,type, fuel,region,country,status,capacity,emfpm10, pm10,emfpm25, pm25,emfso2, so2,emfnox, nox
PPB-1,Amber Super Paper Ltd,23.82534,90.4360182,Paper,,Dhaka,Bangladesh,Operating,N/A,,,,,,,,
PPB-2,Asia Paper and Board Mills Ltd,23.7312103,90.4088458,Paper,,Dhaka,Bangladesh,Operating,N/A,,,,,,,,
PPB-3,Bangladesh Paper Mills Ltd,23.7333464,90.4065196,Paper,,Dhaka,Bangladesh,Operating,N/A,,,,,,,,
PPB-4,BCIC Bangladesh Chemical Industries Corp.,23.7267506,90.4191763,Paper,,Dhaka,Bangladesh,Operating,N/A,,,,,,,,
PPB-5,"BPML Bashundhara Paper Mill Limited, Bashundhara Group Corporate Office",23.8118837,90.4283242,pulp and paper,,Dhaka,Bangladesh,Operating,,,,,,,,,
PPB-6,"Hashem Paper Mills Ltd, Zeysha Group",23.7245473,90.4213183,Paper,,Dhaka,Bangladesh,Operating,N/A,,,,,,,,
PPB-7,"Hussain Pulp, Paper and Board Mills Ltd",23.7657287,90.4054498,Paper and packaging,,Dhaka,Bangladesh,Operating,N/A,,,,,,,,
PPB-8,Khulna Newsprint Mills Ltd,22.8496682,89.5367413,Paper,,Khalispur,Bangladesh,Operating,N/A,,,,,,,,
PPB-9,"Lipy Paper Mills Ltd, Lipy Group",23.7327123,90.4125562,Paper,,Dhaka,Bangladesh,Operating,N/A,,,,,,,,
PPB-10,"Magura Paper Mills Ltd, BDG-Magura Group",23.7267506,90.4191763,Paper,,Dhaka,Bangladesh,Operating, ,,,,,,,,
PPB-11,NBPM North Bengal Paper Mills Ltd,24.0808134,89.0519747,Paper,,Paksey,Bangladesh,Operating,N/A,,,,,,,,
PPB-12,"Pearl Paper & Board Mills Ltd, Magura Group",23.804093,90.4152376,Paper,,Dhaka,Bangladesh,Operating,N/A,,,,,,,,
PPB-13,Pioneer Paper & Board Mills Ltd,23.7149563,90.4181331,Paper,,Dhaka,Bangladesh,Operating,N/A,,,,,,,,
PPB-14,Sadeque Paper & Board Mills Ltd,23.7235889,90.4231482,Paper,,Dhaka,Bangladesh,Operating,N/A,,,,,,,,
PPB-15,Sonali Paper and Board Mills Ltd,23.7263288,90.4158919,Paper and packaging,,Dhaka,Bangladesh,Operating,N/A,,,,,,,,
PPB-16,Web Coats Ltd,23.7212942,90.4209501,Paper,,Dhaka,Bangladesh,Operating,N/A,,,,,,,,
PPI-1,"Abhishek Industries Limited, Trident Group",30.9136225,75.8170786,Paper,,Ludhiana,India,Operating,N/A,,,,,,,,
PPI-2,Agarwal Pulp and Paper Mills Ltd,29.4610536,77.6861916,Paper,,Muzaffar Nagar,India,Operating,N/A,,,,,,,,
PPI-3,BAHL Paper Mills Ltd,28.6349338,77.1792825,Pulp and Paper,,DELHI,India,Operating, ,,,,,,,,
PPI-4,"BAHL Paper Mills Ltd, Kashipur Plant",29.15395383,78.92952222,Paper,,Kashipur,India,Operating,No information,,,,,,,,
PPI-5,Bharat Strawboard & Paper Mills (Private) Ltd,25.3920905,81.8671896,Paper,,Allahabad,India,Operating,N/A,,,,,,,,
PPI-6,"BILT Ballarpur Industries Ltd, Unit Shreegopal",30.1253913,77.2861791,Pulp and paper,,Yamunanagar,India,Operating,"67,000",,,,,,,,
PPI-7,BILT Ballarpur Industries Ltd,28.4795213,77.0834736,pulp and paper,,Gurgaon,India,Operating,,,,,,,,,
PPI-8,"Bindal Papers Limited, Muzaffarnagar Works",29.4713791,77.7524847,pulp and paper,,Muzaffar Nagar,India,Operating,,,,,,,,,
PPI-9,Chandpur Enterprises Ltd,29.1309316,78.3070162,Paper,,Bijnor,India,Operating,N/A,,,,,,,,
PPI-10,Cheema Papers Limited,27.5705886,80.0981869,Paper,,Naini Tal,India,Operating,N/A,,,,,,,,
PPI-11,Chemopulp Tissues Limited,28.7388465,77.2622616,Paper,,Ghaziabad,India,Operating,N/A,,,,,,,,
PPI-12,CPP Century Pulp & Paper,28.5395203,77.2892572,Paper,,Delhi,India,Operating,N/A,,,,,,,,
PPI-13,East India Paper & Board Mills,22.5493487,88.3575388,Paper and packaging,,Kolkata,India,Operating,N/A,,,,,,,,
PPI-14,Gateway Speciality Papers Limited,28.702227,77.173583,Paper,,Delhi,India,Operating,N/A,,,,,,,,
PPI-15,"Gateway Speciality Papers Limited, Kundli Mill",28.8072614,77.1404211,Paper,,Kundli,India,Operating,N/A,,,,,,,,
PPI-16,"Incite Homecare Products (P) Limited, Regional Office Noida",28.5803863,77.2442689,pulp and paper,,Noida,India,Operating,,,,,,,,,
PPI-17,"ITC Limited, Registered Office",22.5512458,88.3491845,pulp and paper,,Kolkata,India,Operating,,,,,,,,,
PPI-18,"Krishna Tissues Private Limited, Corporate Office",22.5902717,88.4041641,pulp and paper,,Kolkata,India,Operating,,,,,,,,,
PPI-19,"Kuantum Papers Ltd, Corporate Office",30.7375403,76.7934951,pulp and paper,,Chandigarh,India,Operating,,,,,,,,,
PPI-20,Hanuman Chromocoates Limited,22.5712655,88.3458665,Paper,,Kolkata,India,Operating,N/A,,,,,,,,
PPI-21,"ITC Limited, PSPC Manufacturing Tribeni Unit",23.0485138,88.2826103,Packaging,,Chandigarh,India,Operating,N/A,,,,,,,,
PPI-22,Khanna Paper Mills,30.3436212,76.8710151,Paper,,Ambala Cantt,India,Operating,N/A,,,,,,,,
PPI-23,"Krishna Tissues Private Limited, Burdwan Mill",23.3675867,87.8981188,Paper,,Burdwan,India,Operating,N/A,,,,,,,,
PPI-24,"Krishna Tissues Private Limited, Howrah Mill",22.4737841,88.018735,Paper and packaging,,Howrah,India,Operating,N/A,,,,,,,,
PPI-25,Mukerian Papers Ltd,30.8754888,75.8888152,Paper,,Ludhiana,India,Operating,N/A,,,,,,,,
PPI-26,"Mukerian Papers Ltd, Mukerian Mill",31.9280757,75.6288101,Paper,,Mukerian,India,Operating,N/A,,,,,,,,
PPI-27,Nikita Papers Limited,28.7467243,77.1517559,Paper,,Shamli,India,Operating,N/A,,,,,,,,
PPI-28,Orient Paper & Industries Ltd,22.570999,88.3516711,Paper,,Kolkata,India,Operating,N/A,,,,,,,,
PPI-29,Pamwi Tissues (Lessee Swil Ltd),30.7299223,76.8006191,Paper,,Chandigarh,India,Operating,N/A,,,,,,,,
PPI-30,Rishab Paper Mills Ltd,30.7283801,76.7706729,Paper,,Chandigarh,India,Operating,N/A,,,,,,,,
PPI-31,"Rishab Paper Mills Ltd, Banah Mill",31.0165902,76.3868797,Paper,,Banah,India,Operating,N/A,,,,,,,,
PPI-32,Rohtas Industries Ltd,28.632378,77.2409994,Paper,,Delhi,India,Operating,N/A,,,,,,,,
PPI-33,RP Paper Impex Pvt. Ltd,30.5855185,76.8749787,Paper,,Sahibzada Ajit Singh Nagar,India,Operating,N/A,,,,,,,,
PPI-34,RPML Rama Paper Mills Limited,29.5022083,78.2049759,Paper and packaging,,Kiratpur,India,Operating,N/A,,,,,,,,
PPI-35,Sakar International Pvt Ltd,28.5623371,77.2132621,Paper,,Delhi,India,Operating,N/A,,,,,,,,
PPI-36,"Sakar International Pvt Ltd, New Delhi Factory",28.795019,77.044496,Paper,,Delhi,India,Operating,N/A,,,,,,,,
PPI-37,Sangal Paper Ltd,29.1058152,77.9195156,Paper,,Mawana,India,Operating,N/A,,,,,,,,
PPI-38,Shamli Paper Mills Ltd,29.5218285,77.712598,Paper,,Shamli,India,Operating,N/A,,,,,,,,
PPI-39,Shivalik Cellulose of Hindustan Lever,28.8381644,78.2421812,Paper,,Gajraula,India,Operating,N/A,,,,,,,,
PPI-40,Shree Acids & Chemicals Ltd,28.7125187,77.1730944,Paper,,Delhi,India,Operating,N/A,,,,,,,,
PPI-41,"Shree Acids & Chemicals Ltd, Gajraula Mill",28.8386481,78.7733286,Paper,,Gajraula,India,Operating,N/A,,,,,,,,
PPI-42,Shree Bhawani Paper Mills Ltd,25.4601917,81.8454779,Paper,,Allahabad,India,Operating,N/A,,,,,,,,
PPI-43,"Shree Bhawani Paper Mills Ltd, Rae Bareli Mill",26.2212165,81.2589529,Paper,,Rae Bareli,India,Operating,N/A,,,,,,,,
PPI-44,Shree Jagdambe Paper Mills Ltd,29.5139323,75.0363827,Paper,,Sirsa,India,Operating,N/A,,,,,,,,
PPI-45,Shree Krishna Paper Mills & Ind. Ltd,28.6442998,77.2442405,Paper and packaging,,Delhi,India,Operating,N/A,,,,,,,,
PPI-46,"Shree Krishna Paper Mills & Ind. Ltd, Bansal Paper Mills",30.667842,76.844194,Paper,,Bahadurgarh,India,Operating,N/A,,,,,,,,
PPI-47,Shreyans Industries Limited,30.8820454,75.9495021,Paper,,Ludhiana,India,Operating,N/A,,,,,,,,
PPI-48,"Shreyans Industries Limited, Shree Rishabh Papers",31.030237,76.4620928,Paper,,Banah,India,Operating,N/A,,,,,,,,
PPI-49,"Shreyans Industries Limited, Shreyans Papers",30.6795612,75.8243427,Paper,,Ahmedgarh,India,Operating,N/A,,,,,,,,
PPI-50,Sikka Papers Ltd,29.5050113,77.3637748,Paper,,Shamli,India,Operating,N/A,,,,,,,,
PPI-51,Silverton Papers Ltd,29.4713791,77.7524847,Paper,,Muzaffarnagar,India,Operating,N/A,,,,,,,,
PPI-52,SPMCIL Security Printing of India Limited,28.6256874,77.2198801,Paper,,Delhi,India,Operating,N/A,,,,,,,,
PPI-53,Star Paper Mills Ltd,22.577148,88.3488211,Paper,,Kolkata,India,Operating,N/A,,,,,,,,
PPI-54,"Star Paper Mills Ltd, Saharanpur Mill",29.95746,77.5563293,Pulp and paper,,Saharanpur,India,Operating,No information,,,,,,,,
PPI-55,Straw Board Manufacturing Co Ltd,29.7163758,77.84986,Paper and packaging,,Saharanpur,India,Operating,N/A,,,,,,,,
PPI-56,Supreme Paper Mills Ltd,22.5408685,88.3709194,Paper,,Kolkata,India,Operating,N/A,,,,,,,,
PPI-57,"Supreme Paper Mills Ltd, Chakdaha Mill",23.0849296,88.4972892,Paper,,Chak Daha,India,Operating,N/A,,,,,,,,
PPI-58,Three Star Paper Mills Ltd,28.555638,77.554226,Paper,,Tehsil Dadri,India,Operating,N/A,,,,,,,,
PPI-59,Tirupati Balaji Fibres Limited,29.4676905,77.7115687,Paper,,Muzaffar Nagar,India,Operating,N/A,,,,,,,,
PPI-60,Upper India Couper Paper Mills Co Ltd,26.8466937,80.946166,Paper,,Lucknow,India,Operating,N/A,,,,,,,,
PPP-1,Alkaram Paper Mills Pvt. Ltd,31.3640634,74.18313,Paper,,Lahore,Pakistan,Operating,N/A,,,,,,,,
PPP-2,Allied Paper,25.01983262,67.11235007,Pulp and paper,,Thatta,Pakistan,Operating,"9,000",,,,,,,,
PPP-3,Al-Quresh Board Mills Ltd,31.44702014,74.32221437,Paper and packaging,,Lahore,Pakistan,Operating,N/A,,,,,,,,
PPP-4,"Atas Paper (Pvt) Ltd, A company of Sayid Paper Group",31.66143276,74.14548872,Paper,,Sheikhupura,Pakistan,Operating,N/A,,,,,,,,
PPP-5,"Bin Qasim Packages Ltd, Karachi Corrugating Unit",24.84638983,67.17163102,Paper and packaging,,Karachi,Pakistan,Operating,N/A,,,,,,,,
PPP-6,Bulleh Shah Packaging Pvt. Limited,31.2145509,74.1188246,Paper and packaging,,Kasur,Pakistan,Operating,N/A,,,,,,,,
PPP-7,"Century Paper & Board Mills Limited, Board and Paper Mill",30.0456602,72.0585955,pulp and paper,,Bhai Pheru,Pakistan,Operating,,,,,,,,,
PPP-8,Century Paper & Board Mills Limited,31.20623443,73.96364187,Paper and packaging,,Kasur,Pakistan,Operating,N/A,,,,,,,,
PPP-9,Empire paper and board Mill,31.6286705,74.18757298,Paper and packaging,,Lahore,Pakistan,Operating,N/A,,,,,,,,
PPP-10,"Faruki Pulp Mills Ltd, Sargodha Mill",32.0870926,72.6584526,Pulp,,Sargodha,Pakistan,Operating,"68,000",,,,,,,,
PPP-11,Fazal Paper Mill,30.87556679,73.42092147,Paper and packaging,,Okara,Pakistan,Operating,N/A,,,,,,,,
PPP-12,Firdaus Board Mills (Pvt) Ltd,32.1367859,74.1932648,Paper,,Gujranwala,Pakistan,Operating,N/A,,,,,,,,
PPP-13,"Flying Kraft Paper Mills Ltd, A company of Flying Group of Companies",34.1681814,71.7503855,Pulp and paper,,Charsadda,Pakistan,Operating,"66,000",,,,,,,,
PPP-14,"Flying Paper Industries Ltd, A company of Flying Group of Companies",31.5247931,74.3225608, ,,Lahore,Pakistan,Operating,N/A,,,,,,,,
PPP-15,Jubilee Paper Board Mills Limited,31.9894881,74.2195526,Pulp and paper and packaging,,Kamoke,Pakistan,Operating,"10,000",,,,,,,,
PPP-16,Karachi Paper and Board Mills,24.84333996,67.15272107,Paper,,Karachi,Pakistan,Operating,N/A,,,,,,,,
PPP-17,Lucky Paper Mill,25.35425221,68.27508835,Paper and packaging,,Jamshoro,Pakistan,Operating,N/A,,,,,,,,
PPP-18,Malik Board and Paper Industries (Pvt) Ltd,31.4871648,74.3470706,Paper and packaging,,Lahore,Pakistan,Operating,N/A,,,,,,,,
PPP-19,Mandiali Paper Mills (Pvt) Ltd,31.66047723,74.14897416,Pulp and paper,,Sheikhupura,Pakistan,Operating,N/A,,,,,,,,
PPP-20,Orient Straw Board & Paper Mills Ltd,24.8576754,67.0030115,Pulp and paper,,Karachi,Pakistan,Operating,"7,500",,,,,,,,
PPP-21,Packages Ltd,31.46950794,74.34984109,Pulp and paper and packaging,,Lahore,Pakistan,Operating,"94,000",,,,,,,,
PPP-22,Pakistan Paper Products,24.90031168,66.99122894,Packaging,,Karachi,Pakistan,Operating,N/A,,,,,,,,
PPP-23,Paper International Ltd,34.0057866,71.9296662,pulp and paper,,Nowshera,Pakistan,Operating,,,,,,,,,
PPP-24,Pioneer Board,31.39627575,74.1458102,Packaging,,Lahore,Pakistan,Operating,N/A,,,,,,,,
PPP-25,Sultan Paper Board Mills (Pvt) Ltd,32.0757408,74.1969753,Paper,,Gujranwala,Pakistan,Operating,N/A,,,,,,,,
PPP-26,"Zaman Paper & Board Mills Private Limited, A company of Flying Group of Companies",31.67629381,74.09331203,Pulp and paper,,Sheikhupura,Pakistan,Operating,"18,000",,,,,,,,
